Course_ID,Device_Type,Resource_Type,Recommendation_Label,DayOfWeek,TimeOfDay,Prev_Courses_Category,Learning_Efficiency_Category,Interaction_Rate_Category
C002,desktop,quiz,Not_Recommended,Saturday,Afternoon,few,high,medium
C004,mobile,quiz,Recommended,Friday,Night,moderate,medium,medium
C003,tablet,document,Not_Recommended,Monday,Afternoon,few,medium,high
C005,mobile,video,Not_Recommended,Saturday,Night,few,high,medium
C001,tablet,quiz,Recommended,Sunday,Evening,moderate,low,high
C002,mobile,quiz,Not_Recommended,Friday,Evening,few,high,high
C003,desktop,document,Not_Recommended,Wednesday,Afternoon,few,high,medium
C002,desktop,video,Recommended,Sunday,Afternoon,moderate,low,high
C005,tablet,document,Recommended,Sunday,Morning,moderate,low,low
C003,tablet,document,Recommended,Thursday,Night,many,medium,medium
C005,desktop,video,Not_Recommended,Monday,Night,few,high,high
C004,desktop,quiz,Not_Recommended,Monday,Morning,few,high,high
C001,tablet,video,Recommended,Wednesday,Evening,moderate,low,low
C002,tablet,video,Not_Recommended,Tuesday,Afternoon,few,high,high
C004,mobile,quiz,Recommended,Sunday,Night,moderate,medium,high
C004,desktop,video,Recommended,Friday,Morning,moderate,low,low
C003,desktop,video,Not_Recommended,Monday,Morning,few,high,medium
C001,tablet,quiz,Recommended,Saturday,Night,many,medium,high
C001,mobile,video,Recommended,Thursday,Night,moderate,low,high
C003,desktop,quiz,Recommended,Saturday,Night,many,low,high
C003,mobile,document,Not_Recommended,Tuesday,Morning,few,high,high
C001,mobile,video,Not_Recommended,Thursday,Morning,few,high,low
C003,desktop,quiz,Recommended,Monday,Morning,moderate,medium,high
C003,desktop,video,Recommended,Saturday,Morning,moderate,medium,medium
C004,desktop,video,Not_Recommended,Sunday,Afternoon,few,high,low
C002,tablet,video,Recommended,Wednesday,Night,many,medium,high
C005,desktop,video,Recommended,Wednesday,Morning,many,low,medium
C004,mobile,video,Not_Recommended,Monday,Morning,few,high,high
C002,desktop,video,Recommended,Monday,Night,moderate,medium,medium
C002,tablet,quiz,Not_Recommended,Friday,Afternoon,few,high,medium
C003,mobile,video,Recommended,Sunday,Afternoon,many,medium,high
C004,desktop,video,Not_Recommended,Thursday,Afternoon,few,medium,low
C003,tablet,quiz,Recommended,Saturday,Night,moderate,medium,medium
C005,mobile,quiz,Not_Recommended,Monday,Morning,few,high,medium
C004,desktop,document,Not_Recommended,Saturday,Evening,few,medium,high
C003,desktop,video,Not_Recommended,Saturday,Morning,few,high,low
C002,mobile,quiz,Recommended,Sunday,Morning,moderate,low,medium
C001,desktop,quiz,Recommended,Friday,Morning,many,low,medium
C002,desktop,quiz,Not_Recommended,Monday,Afternoon,few,high,low
C001,desktop,document,Not_Recommended,Monday,Afternoon,few,high,high
C001,mobile,quiz,Recommended,Wednesday,Afternoon,moderate,medium,medium
C001,tablet,quiz,Not_Recommended,Thursday,Night,few,high,medium
C005,mobile,document,Not_Recommended,Sunday,Morning,few,high,high
C001,desktop,quiz,Recommended,Monday,Afternoon,moderate,low,low
C002,mobile,video,Recommended,Thursday,Morning,many,medium,low
C002,tablet,document,Recommended,Wednesday,Morning,many,medium,medium
C004,mobile,document,Recommended,Thursday,Evening,moderate,medium,high
C005,desktop,document,Not_Recommended,Wednesday,Morning,few,high,medium
C001,mobile,video,Recommended,Thursday,Night,moderate,low,low
C002,tablet,quiz,Recommended,Monday,Morning,moderate,medium,high
C001,tablet,quiz,Recommended,Tuesday,Morning,moderate,medium,medium
C001,tablet,quiz,Recommended,Saturday,Morning,moderate,low,low
C004,tablet,video,Not_Recommended,Saturday,Evening,few,high,high
C003,desktop,quiz,Recommended,Wednesday,Evening,many,low,low
C003,tablet,document,Not_Recommended,Sunday,Afternoon,few,high,low
C003,tablet,quiz,Not_Recommended,Wednesday,Morning,few,high,high
C005,desktop,document,Recommended,Wednesday,Afternoon,moderate,low,high
C004,desktop,quiz,Recommended,Saturday,Morning,moderate,medium,medium
C004,desktop,quiz,Not_Recommended,Wednesday,Night,few,high,high
C002,mobile,quiz,Recommended,Thursday,Morning,moderate,medium,high
C002,mobile,quiz,Recommended,Sunday,Morning,moderate,low,low
C004,mobile,video,Recommended,Thursday,Afternoon,moderate,low,medium
C003,desktop,quiz,Recommended,Monday,Evening,moderate,low,medium
C002,desktop,quiz,Recommended,Tuesday,Evening,moderate,low,medium
C005,mobile,quiz,Not_Recommended,Friday,Morning,few,high,high
C005,mobile,video,Recommended,Friday,Night,moderate,low,low
C002,mobile,quiz,Not_Recommended,Saturday,Night,few,high,high
C005,desktop,quiz,Not_Recommended,Monday,Afternoon,few,high,high
C001,tablet,quiz,Recommended,Saturday,Morning,many,low,low
C001,mobile,video,Recommended,Tuesday,Afternoon,moderate,medium,high
C001,mobile,quiz,Recommended,Wednesday,Night,moderate,medium,high
C002,mobile,document,Recommended,Tuesday,Evening,many,medium,high
C001,desktop,document,Recommended,Friday,Morning,moderate,low,low
C004,mobile,document,Not_Recommended,Tuesday,Evening,few,high,low
C002,desktop,video,Not_Recommended,Sunday,Morning,few,high,high
C001,tablet,document,Not_Recommended,Monday,Night,few,high,high
C003,mobile,quiz,Recommended,Sunday,Morning,moderate,medium,medium
C003,mobile,document,Recommended,Tuesday,Evening,moderate,medium,medium
C003,mobile,video,Recommended,Sunday,Morning,moderate,medium,medium
C004,mobile,quiz,Recommended,Sunday,Morning,many,medium,high
C002,desktop,quiz,Not_Recommended,Friday,Night,few,high,high
C004,tablet,video,Recommended,Friday,Evening,moderate,low,high
C002,mobile,document,Recommended,Thursday,Night,moderate,medium,high
C003,desktop,video,Recommended,Saturday,Afternoon,many,low,medium
C003,tablet,document,Recommended,Thursday,Evening,moderate,low,medium
C003,tablet,video,Recommended,Wednesday,Evening,many,medium,low
C002,tablet,video,Recommended,Friday,Morning,moderate,medium,low
C003,mobile,video,Not_Recommended,Saturday,Afternoon,few,high,high
C004,mobile,video,Recommended,Friday,Afternoon,moderate,medium,low
C004,tablet,quiz,Recommended,Friday,Afternoon,moderate,medium,high
C001,desktop,video,Recommended,Sunday,Night,moderate,low,medium
C004,mobile,quiz,Not_Recommended,Saturday,Morning,few,high,high
C005,tablet,video,Recommended,Thursday,Morning,many,low,low
C002,desktop,video,Not_Recommended,Wednesday,Morning,few,high,medium
C002,mobile,video,Not_Recommended,Sunday,Morning,few,high,low
C001,mobile,video,Not_Recommended,Friday,Morning,few,high,high
C005,desktop,video,Recommended,Tuesday,Afternoon,many,low,medium
C004,desktop,quiz,Recommended,Sunday,Evening,moderate,medium,high
C002,tablet,quiz,Recommended,Wednesday,Afternoon,moderate,low,low
C003,tablet,document,Recommended,Tuesday,Evening,many,low,high
C003,mobile,document,Recommended,Wednesday,Evening,moderate,medium,medium
C005,mobile,quiz,Recommended,Saturday,Afternoon,moderate,low,medium
C003,tablet,quiz,Not_Recommended,Sunday,Evening,few,high,high
C003,tablet,quiz,Not_Recommended,Sunday,Evening,few,high,medium
C004,tablet,video,Recommended,Saturday,Morning,moderate,low,low
C001,mobile,document,Not_Recommended,Tuesday,Morning,few,high,high
C003,desktop,document,Recommended,Tuesday,Night,moderate,low,low
C004,desktop,document,Recommended,Friday,Morning,moderate,low,medium
C002,tablet,document,Recommended,Thursday,Evening,many,low,low
C004,tablet,video,Not_Recommended,Thursday,Afternoon,few,high,low
C005,mobile,video,Recommended,Sunday,Evening,many,low,low
C002,mobile,video,Recommended,Sunday,Morning,moderate,low,low
C004,desktop,document,Recommended,Sunday,Morning,moderate,low,low
C001,mobile,video,Recommended,Thursday,Morning,moderate,medium,medium
C005,tablet,quiz,Not_Recommended,Saturday,Afternoon,few,medium,low
C002,desktop,document,Recommended,Friday,Afternoon,moderate,medium,low
C001,mobile,document,Not_Recommended,Sunday,Night,few,high,high
C002,tablet,video,Recommended,Monday,Morning,moderate,medium,low
C005,tablet,document,Not_Recommended,Monday,Morning,few,high,high
C003,tablet,document,Recommended,Wednesday,Morning,moderate,medium,high
C004,desktop,quiz,Not_Recommended,Monday,Night,few,high,medium
C005,desktop,video,Recommended,Sunday,Morning,moderate,low,high
C005,tablet,video,Recommended,Sunday,Morning,many,low,low
C004,tablet,quiz,Not_Recommended,Friday,Night,few,high,medium
C001,tablet,document,Recommended,Friday,Afternoon,moderate,medium,high
C003,desktop,video,Not_Recommended,Thursday,Night,few,high,high
C005,desktop,quiz,Recommended,Thursday,Afternoon,many,medium,high
C003,tablet,document,Not_Recommended,Saturday,Afternoon,few,high,low
C002,tablet,document,Not_Recommended,Friday,Night,few,high,medium
C003,desktop,quiz,Recommended,Saturday,Night,moderate,low,low
C005,mobile,document,Recommended,Monday,Morning,moderate,medium,high
C005,desktop,video,Not_Recommended,Sunday,Morning,few,high,high
C005,desktop,document,Recommended,Tuesday,Evening,many,low,medium
C001,mobile,quiz,Not_Recommended,Tuesday,Morning,few,medium,low
C002,desktop,document,Not_Recommended,Wednesday,Evening,few,high,high
C003,tablet,document,Recommended,Thursday,Night,moderate,low,medium
C003,mobile,document,Not_Recommended,Friday,Night,few,high,low
C003,desktop,document,Recommended,Saturday,Night,moderate,low,high
C004,tablet,video,Not_Recommended,Sunday,Night,few,high,high
C003,tablet,quiz,Recommended,Friday,Morning,moderate,medium,medium
C005,mobile,quiz,Recommended,Friday,Afternoon,many,medium,medium
C004,tablet,video,Recommended,Sunday,Night,moderate,low,medium
C004,tablet,quiz,Recommended,Thursday,Morning,many,low,medium
C002,tablet,document,Not_Recommended,Saturday,Evening,few,high,medium
C001,desktop,video,Recommended,Monday,Night,moderate,medium,medium
C002,tablet,video,Recommended,Saturday,Morning,moderate,low,medium
C003,desktop,quiz,Recommended,Sunday,Morning,moderate,low,medium
C005,desktop,document,Not_Recommended,Monday,Night,few,high,low
C002,tablet,quiz,Recommended,Thursday,Morning,moderate,low,high
C002,mobile,video,Not_Recommended,Sunday,Night,few,high,high
C002,mobile,document,Recommended,Sunday,Night,moderate,medium,high
C004,mobile,video,Not_Recommended,Saturday,Afternoon,few,high,high
C002,tablet,video,Recommended,Monday,Afternoon,many,low,high
C001,desktop,quiz,Not_Recommended,Wednesday,Afternoon,few,high,high
C001,tablet,document,Recommended,Sunday,Evening,moderate,medium,low
C004,desktop,video,Not_Recommended,Tuesday,Afternoon,few,high,medium
C005,tablet,video,Recommended,Friday,Evening,moderate,medium,high
C002,mobile,quiz,Not_Recommended,Sunday,Evening,few,high,low
C004,desktop,quiz,Recommended,Monday,Afternoon,many,medium,high
C005,desktop,quiz,Not_Recommended,Tuesday,Morning,few,high,high
C004,mobile,document,Recommended,Sunday,Night,moderate,low,medium
C003,tablet,document,Recommended,Saturday,Morning,moderate,low,medium
C004,desktop,document,Recommended,Friday,Morning,many,medium,high
C002,desktop,video,Recommended,Sunday,Night,many,medium,high
C004,tablet,document,Not_Recommended,Friday,Morning,few,high,medium
C005,mobile,quiz,Not_Recommended,Sunday,Night,few,high,low
C004,desktop,quiz,Recommended,Sunday,Evening,moderate,low,medium
C004,mobile,quiz,Recommended,Wednesday,Evening,many,low,medium
C001,tablet,document,Not_Recommended,Tuesday,Morning,few,high,low
C005,tablet,video,Recommended,Monday,Evening,moderate,medium,low
C002,mobile,document,Recommended,Saturday,Morning,moderate,medium,low
C001,tablet,document,Not_Recommended,Wednesday,Night,few,medium,high
C005,desktop,video,Recommended,Sunday,Evening,moderate,low,high
C005,mobile,quiz,Not_Recommended,Monday,Morning,few,high,low
C001,mobile,document,Not_Recommended,Wednesday,Night,few,high,high
C004,mobile,quiz,Recommended,Tuesday,Night,many,medium,low
C003,tablet,quiz,Recommended,Friday,Afternoon,moderate,low,medium
C002,mobile,quiz,Recommended,Monday,Morning,moderate,medium,low
C001,tablet,document,Not_Recommended,Thursday,Night,few,high,low
C005,tablet,video,Not_Recommended,Sunday,Afternoon,few,medium,high
C003,mobile,video,Recommended,Saturday,Afternoon,moderate,medium,low
C004,tablet,quiz,Recommended,Thursday,Night,moderate,medium,medium
C005,desktop,quiz,Recommended,Saturday,Afternoon,moderate,medium,medium
C003,desktop,quiz,Recommended,Thursday,Morning,moderate,medium,high
C003,desktop,quiz,Recommended,Wednesday,Evening,moderate,low,low
C002,mobile,video,Not_Recommended,Friday,Morning,few,high,high
C001,desktop,video,Recommended,Tuesday,Afternoon,many,low,medium
C004,mobile,quiz,Recommended,Friday,Morning,moderate,low,medium
C003,mobile,document,Not_Recommended,Monday,Night,few,high,low
C005,desktop,document,Recommended,Tuesday,Night,moderate,medium,medium
C003,tablet,quiz,Not_Recommended,Tuesday,Night,few,high,medium
C003,desktop,document,Recommended,Wednesday,Morning,moderate,medium,medium
C002,mobile,document,Recommended,Saturday,Night,moderate,low,medium
C002,tablet,video,Not_Recommended,Wednesday,Morning,few,medium,low
C005,mobile,video,Recommended,Monday,Evening,many,medium,medium
C002,mobile,document,Recommended,Wednesday,Night,many,low,medium
C003,tablet,video,Recommended,Saturday,Morning,moderate,medium,high
C003,mobile,document,Recommended,Thursday,Night,many,medium,high
C003,tablet,document,Recommended,Monday,Night,moderate,medium,medium
C005,desktop,document,Recommended,Wednesday,Afternoon,moderate,low,medium
C005,mobile,document,Recommended,Thursday,Morning,moderate,medium,low
C002,desktop,document,Recommended,Thursday,Morning,many,low,medium
C001,desktop,quiz,Not_Recommended,Monday,Night,few,high,medium
C003,tablet,document,Recommended,Monday,Night,moderate,medium,high
C004,desktop,quiz,Not_Recommended,Monday,Night,few,high,high
C001,desktop,video,Not_Recommended,Wednesday,Morning,few,high,medium
C001,mobile,video,Recommended,Friday,Morning,moderate,medium,medium
C004,mobile,video,Not_Recommended,Wednesday,Night,few,high,medium
C001,desktop,quiz,Recommended,Sunday,Night,moderate,low,high
C004,desktop,document,Recommended,Saturday,Afternoon,moderate,low,medium
C005,mobile,quiz,Recommended,Tuesday,Afternoon,moderate,low,medium
C002,desktop,video,Recommended,Wednesday,Morning,moderate,low,medium
C001,tablet,video,Recommended,Saturday,Afternoon,moderate,medium,high
C004,mobile,video,Not_Recommended,Wednesday,Evening,few,medium,medium
C005,mobile,quiz,Not_Recommended,Wednesday,Night,few,medium,low
C004,mobile,quiz,Not_Recommended,Thursday,Night,few,high,high
C003,mobile,video,Recommended,Saturday,Evening,moderate,low,low
C002,mobile,document,Not_Recommended,Sunday,Evening,few,medium,medium
C002,mobile,document,Not_Recommended,Friday,Afternoon,few,high,high
C003,desktop,video,Recommended,Sunday,Evening,moderate,low,low
C004,desktop,quiz,Not_Recommended,Saturday,Morning,few,high,high
C001,mobile,video,Not_Recommended,Thursday,Evening,few,high,low
C005,mobile,quiz,Not_Recommended,Wednesday,Evening,few,medium,high
C002,mobile,document,Recommended,Saturday,Morning,many,low,medium
C001,tablet,video,Recommended,Saturday,Night,moderate,low,high
C001,tablet,video,Recommended,Friday,Morning,moderate,medium,low
C003,desktop,document,Recommended,Wednesday,Evening,moderate,medium,medium
C001,desktop,video,Recommended,Wednesday,Night,moderate,low,low
C005,tablet,video,Recommended,Sunday,Morning,moderate,low,low
C004,desktop,quiz,Recommended,Monday,Night,moderate,low,high
C002,tablet,quiz,Recommended,Wednesday,Evening,moderate,medium,medium
C003,mobile,video,Recommended,Sunday,Evening,moderate,medium,high
C004,tablet,quiz,Recommended,Wednesday,Night,many,low,high
C002,tablet,video,Not_Recommended,Wednesday,Night,few,high,low
C004,mobile,document,Recommended,Sunday,Evening,moderate,low,medium
C002,desktop,quiz,Recommended,Monday,Night,moderate,low,high
C005,mobile,document,Not_Recommended,Thursday,Morning,few,medium,medium
C004,tablet,video,Not_Recommended,Saturday,Afternoon,few,high,high
C001,desktop,quiz,Not_Recommended,Friday,Morning,few,high,low
C004,tablet,quiz,Recommended,Saturday,Afternoon,moderate,low,low
C001,desktop,document,Recommended,Tuesday,Night,moderate,low,high
C005,tablet,document,Recommended,Tuesday,Afternoon,many,low,medium
C005,desktop,video,Recommended,Tuesday,Afternoon,moderate,medium,low
C002,tablet,quiz,Not_Recommended,Sunday,Night,few,high,high
C005,mobile,quiz,Recommended,Friday,Morning,many,low,medium
C004,desktop,quiz,Not_Recommended,Sunday,Afternoon,few,high,high
C002,tablet,document,Recommended,Saturday,Night,moderate,low,medium
C004,tablet,quiz,Recommended,Saturday,Morning,many,low,low
C002,mobile,document,Recommended,Sunday,Night,moderate,low,low
C001,tablet,document,Not_Recommended,Thursday,Night,few,high,high
C001,mobile,quiz,Recommended,Wednesday,Night,moderate,medium,high
C005,tablet,video,Recommended,Friday,Morning,moderate,medium,medium
C002,mobile,video,Not_Recommended,Wednesday,Morning,few,high,low
C005,mobile,video,Recommended,Wednesday,Evening,many,medium,medium
C004,tablet,quiz,Recommended,Sunday,Morning,many,low,high
C005,mobile,document,Not_Recommended,Sunday,Night,few,high,high
C001,desktop,video,Recommended,Monday,Evening,many,medium,low
C003,tablet,quiz,Not_Recommended,Thursday,Morning,few,medium,low
C002,desktop,document,Not_Recommended,Monday,Afternoon,few,high,low
C004,desktop,document,Not_Recommended,Tuesday,Morning,few,high,high
